End_Date,Portfolio_name,Campaign_Name,Ad_Group_Name,Advertised_SKU,Advertised_ASIN,Impressions,Clicks,Click_Thru_Rate_CTR,Cost_Per_Click_CPC,Spend,7_Day_Total_Sales,Total_Advertising_Cost_of_Sales_ACOS,Total_Return_on_Advertising_Spend_ROAS,7_Day_Total_Orders,7_Day_Total_Units,7_Day_Conversion_Rate,7_Day_Advertised_SKU_Units,7_Day_Other_SKU_Units,7_Day_Advertised_SKU_Sales,7_Day_Other_SKU_Sales
2023-09-04,Halley - ESF,EcoHome - Campaign 7,EcoHome - AdGroup 1,ECO-SYN-0030,B0SYNTH0030,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-06,Halley - ESF,EcoHome - Campaign 7,EcoHome - AdGroup 1,ECO-SYN-0030,B0SYNTH0030,465,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-22,Halley - ESF,EcoHome - Campaign 7,EcoHome - AdGroup 1,ECO-SYN-0030,B0SYNTH0030,695,3,0.0043,1.18,3.55,4.64,0.7651,1.307,0,0,0.0,0,0,4.64,0
2023-05-01,Halley - ESF,EcoHome - Campaign 7,EcoHome - AdGroup 1,ECO-SYN-0030,B0SYNTH0030,242,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-30,Halley - ESF,EcoHome - Campaign 7,EcoHome - AdGroup 1,ECO-SYN-0030,B0SYNTH0030,527,4,0.0076,1.05,4.19,10.87,0.3855,2.5943,0,0,0.0,0,0,10.87,0
2023-03-06,Halley - ESF,EcoHome - Campaign 7,EcoHome - AdGroup 1,ECO-SYN-0030,B0SYNTH0030,88,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-13,Halley - ESF,EcoHome - Campaign 7,EcoHome - AdGroup 1,ECO-SYN-0030,B0SYNTH0030,2302,3,0.0013,1.15,3.46,6.17,0.5608,1.7832,0,0,0.0,0,0,6.17,0
2023-11-27,Halley - ESF,EcoHome - Campaign 7,EcoHome - AdGroup 1,ECO-SYN-0030,B0SYNTH0030,171,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-04,Harveast - ESF,VitaGreen - Campaign 7,VitaGreen - AdGroup 2,VIT-SYN-0031,B0SYNTH0031,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-29,Harveast - ESF,VitaGreen - Campaign 7,VitaGreen - AdGroup 2,VIT-SYN-0031,B0SYNTH0031,447,5,0.0112,0.74,3.69,13.92,0.2651,3.7724,0,0,0.0,0,0,13.92,0
2023-04-17,Harveast - ESF,VitaGreen - Campaign 7,VitaGreen - AdGroup 2,VIT-SYN-0031,B0SYNTH0031,190,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-27,Harveast - ESF,VitaGreen - Campaign 7,VitaGreen - AdGroup 2,VIT-SYN-0031,B0SYNTH0031,2867,3,0.001,0.34,1.03,1.77,0.5819,1.7184,0,0,0.0,0,0,1.77,0
2023-11-20,Harveast - ESF,VitaGreen - Campaign 7,VitaGreen - AdGroup 2,VIT-SYN-0031,B0SYNTH0031,423,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-08,Harveast - ESF,VitaGreen - Campaign 7,VitaGreen - AdGroup 2,VIT-SYN-0031,B0SYNTH0031,296,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-24,Harveast - ESF,VitaGreen - Campaign 7,VitaGreen - AdGroup 2,VIT-SYN-0031,B0SYNTH0031,174,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-20,Harveast - ESF,VitaGreen - Campaign 7,VitaGreen - AdGroup 2,VIT-SYN-0031,B0SYNTH0031,785,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-11,Bioblas - ESF,Halley - Campaign 7,Halley - AdGroup 3,HAL-SYN-0032,B0SYNTH0032,124,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-20,Bioblas - ESF,Halley - Campaign 7,Halley - AdGroup 3,HAL-SYN-0032,B0SYNTH0032,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-19,Bioblas - ESF,Halley - Campaign 7,Halley - AdGroup 3,HAL-SYN-0032,B0SYNTH0032,53,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-06,Bioblas - ESF,Halley - Campaign 7,Halley - AdGroup 3,HAL-SYN-0032,B0SYNTH0032,1059,2,0.0019,1.23,2.45,3.35,0.7313,1.3673,0,0,0.0,0,0,3.35,0
2023-09-11,Bioblas - ESF,Halley - Campaign 7,Halley - AdGroup 3,HAL-SYN-0032,B0SYNTH0032,288,1,0.0035,1.44,1.44,4.09,0.3521,2.8403,0,0,0.0,0,0,4.09,0
2023-10-30,Bioblas - ESF,Halley - Campaign 7,Halley - AdGroup 3,HAL-SYN-0032,B0SYNTH0032,214,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-01,Bioblas - ESF,Halley - Campaign 7,Halley - AdGroup 3,HAL-SYN-0032,B0SYNTH0032,189,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-07,Bioblas - ESF,Halley - Campaign 7,Halley - AdGroup 3,HAL-SYN-0032,B0SYNTH0032,289,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-14,Orient Therapy - ESF,Harveast - Campaign 7,Harveast - AdGroup 4,HAR-SYN-0033,B0SYNTH0033,170,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-19,Orient Therapy - ESF,Harveast - Campaign 7,Harveast - AdGroup 4,HAR-SYN-0033,B0SYNTH0033,200,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-30,Orient Therapy - ESF,Harveast - Campaign 7,Harveast - AdGroup 4,HAR-SYN-0033,B0SYNTH0033,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-10,Orient Therapy - ESF,Harveast - Campaign 7,Harveast - AdGroup 4,HAR-SYN-0033,B0SYNTH0033,223,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-04-03,Orient Therapy - ESF,Harveast - Campaign 7,Harveast - AdGroup 4,HAR-SYN-0033,B0SYNTH0033,376,4,0.0106,1.43,5.71,12.53,0.4557,2.1944,0,0,0.0,0,0,12.53,0
2023-05-01,Orient Therapy - ESF,Harveast - Campaign 7,Harveast - AdGroup 4,HAR-SYN-0033,B0SYNTH0033,210,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-27,Orient Therapy - ESF,Harveast - Campaign 7,Harveast - AdGroup 4,HAR-SYN-0033,B0SYNTH0033,167,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-06,Orient Therapy - ESF,Harveast - Campaign 7,Harveast - AdGroup 4,HAR-SYN-0033,B0SYNTH0033,215,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-15,Jumbo Jumble - ESF,BioBlas - Campaign 7,BioBlas - AdGroup 5,BIO-SYN-0034,B0SYNTH0034,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-17,Jumbo Jumble - ESF,BioBlas - Campaign 7,BioBlas - AdGroup 5,BIO-SYN-0034,B0SYNTH0034,209,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-20,Jumbo Jumble - ESF,BioBlas - Campaign 7,BioBlas - AdGroup 5,BIO-SYN-0034,B0SYNTH0034,56,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-20,Jumbo Jumble - ESF,BioBlas - Campaign 7,BioBlas - AdGroup 5,BIO-SYN-0034,B0SYNTH0034,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-04-17,Jumbo Jumble - ESF,BioBlas - Campaign 7,BioBlas - AdGroup 5,BIO-SYN-0034,B0SYNTH0034,86,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-02,Jumbo Jumble - ESF,BioBlas - Campaign 7,BioBlas - AdGroup 5,BIO-SYN-0034,B0SYNTH0034,854,15,0.0176,1.08,16.21,31.88,0.5085,1.9667,0,0,0.0,0,0,31.88,0
2023-07-24,Jumbo Jumble - ESF,BioBlas - Campaign 7,BioBlas - AdGroup 5,BIO-SYN-0034,B0SYNTH0034,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-01,Jumbo Jumble - ESF,BioBlas - Campaign 7,BioBlas - AdGroup 5,BIO-SYN-0034,B0SYNTH0034,192,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-22,Halley - ESF,OrientTherapy - Campaign 8,OrientTherapy - AdGroup 1,ORI-SYN-0035,B0SYNTH0035,1535,2,0.0013,0.56,1.13,1.77,0.6384,1.5664,0,0,0.0,0,0,1.77,0
2023-05-15,Halley - ESF,OrientTherapy - Campaign 8,OrientTherapy - AdGroup 1,ORI-SYN-0035,B0SYNTH0035,77,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-04-03,Halley - ESF,OrientTherapy - Campaign 8,OrientTherapy - AdGroup 1,ORI-SYN-0035,B0SYNTH0035,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-13,Halley - ESF,OrientTherapy - Campaign 8,OrientTherapy - AdGroup 1,ORI-SYN-0035,B0SYNTH0035,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-23,Halley - ESF,OrientTherapy - Campaign 8,OrientTherapy - AdGroup 1,ORI-SYN-0035,B0SYNTH0035,1051,6,0.0057,1.43,8.57,12.69,0.6753,1.4807,0,0,0.0,0,0,12.69,0
2023-07-17,Halley - ESF,OrientTherapy - Campaign 8,OrientTherapy - AdGroup 1,ORI-SYN-0035,B0SYNTH0035,93,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-11,Halley - ESF,OrientTherapy - Campaign 8,OrientTherapy - AdGroup 1,ORI-SYN-0035,B0SYNTH0035,469,4,0.0085,0.74,2.97,6.13,0.4845,2.064,0,0,0.0,0,0,6.13,0
2023-07-03,Halley - ESF,OrientTherapy - Campaign 8,OrientTherapy - AdGroup 1,ORI-SYN-0035,B0SYNTH0035,2030,13,0.0064,1.42,18.45,62.21,0.2966,3.3718,2,2,0.1538,2,0,62.21,0
2023-06-12,Harveast - ESF,JumboJumble - Campaign 8,JumboJumble - AdGroup 2,JUM-SYN-0036,B0SYNTH0036,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-23,Harveast - ESF,JumboJumble - Campaign 8,JumboJumble - AdGroup 2,JUM-SYN-0036,B0SYNTH0036,255,1,0.0039,1.08,1.08,1.88,0.5745,1.7407,0,0,0.0,0,0,1.88,0
2023-05-01,Harveast - ESF,JumboJumble - Campaign 8,JumboJumble - AdGroup 2,JUM-SYN-0036,B0SYNTH0036,94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-27,Harveast - ESF,JumboJumble - Campaign 8,JumboJumble - AdGroup 2,JUM-SYN-0036,B0SYNTH0036,113,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-20,Harveast - ESF,JumboJumble - Campaign 8,JumboJumble - AdGroup 2,JUM-SYN-0036,B0SYNTH0036,333,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-10,Harveast - ESF,JumboJumble - Campaign 8,JumboJumble - AdGroup 2,JUM-SYN-0036,B0SYNTH0036,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-14,Harveast - ESF,JumboJumble - Campaign 8,JumboJumble - AdGroup 2,JUM-SYN-0036,B0SYNTH0036,893,1,0.0011,1.35,1.35,2.0,0.675,1.4815,0,0,0.0,0,0,2.0,0
2023-07-24,Harveast - ESF,JumboJumble - Campaign 8,JumboJumble - AdGroup 2,JUM-SYN-0036,B0SYNTH0036,88,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-11,Bioblas - ESF,NaturPlus - Campaign 8,NaturPlus - AdGroup 3,NAT-SYN-0037,B0SYNTH0037,1027,1,0.001,0.86,0.86,4.83,0.1781,5.6163,0,0,0.0,0,0,4.83,0
2023-07-10,Bioblas - ESF,NaturPlus - Campaign 8,NaturPlus - AdGroup 3,NAT-SYN-0037,B0SYNTH0037,935,2,0.0021,1.07,2.15,16.21,0.1326,7.5395,0,0,0.0,0,0,16.21,0
2023-06-26,Bioblas - ESF,NaturPlus - Campaign 8,NaturPlus - AdGroup 3,NAT-SYN-0037,B0SYNTH0037,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-30,Bioblas - ESF,NaturPlus - Campaign 8,NaturPlus - AdGroup 3,NAT-SYN-0037,B0SYNTH0037,186,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-22,Bioblas - ESF,NaturPlus - Campaign 8,NaturPlus - AdGroup 3,NAT-SYN-0037,B0SYNTH0037,552,4,0.0072,0.38,1.5,2.0,0.75,1.3333,0,0,0.0,0,0,2.0,0
2023-07-03,Bioblas - ESF,NaturPlus - Campaign 8,NaturPlus - AdGroup 3,NAT-SYN-0037,B0SYNTH0037,280,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-27,Bioblas - ESF,NaturPlus - Campaign 8,NaturPlus - AdGroup 3,NAT-SYN-0037,B0SYNTH0037,91,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-13,Bioblas - ESF,NaturPlus - Campaign 8,NaturPlus - AdGroup 3,NAT-SYN-0037,B0SYNTH0037,314,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-20,Orient Therapy - ESF,EcoHome - Campaign 8,EcoHome - AdGroup 4,ECO-SYN-0038,B0SYNTH0038,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-20,Orient Therapy - ESF,EcoHome - Campaign 8,EcoHome - AdGroup 4,ECO-SYN-0038,B0SYNTH0038,247,1,0.004,0.44,0.44,3.71,0.1186,8.4318,0,0,0.0,0,0,3.71,0
2023-02-27,Orient Therapy - ESF,EcoHome - Campaign 8,EcoHome - AdGroup 4,ECO-SYN-0038,B0SYNTH0038,398,5,0.0126,1.46,7.31,12.5,0.5848,1.71,0,0,0.0,0,0,12.5,0
2023-01-30,Orient Therapy - ESF,EcoHome - Campaign 8,EcoHome - AdGroup 4,ECO-SYN-0038,B0SYNTH0038,521,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-15,Orient Therapy - ESF,EcoHome - Campaign 8,EcoHome - AdGroup 4,ECO-SYN-0038,B0SYNTH0038,444,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-25,Orient Therapy - ESF,EcoHome - Campaign 8,EcoHome - AdGroup 4,ECO-SYN-0038,B0SYNTH0038,536,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-22,Orient Therapy - ESF,EcoHome - Campaign 8,EcoHome - AdGroup 4,ECO-SYN-0038,B0SYNTH0038,347,2,0.0058,1.39,2.78,11.64,0.2388,4.1871,0,0,0.0,0,0,11.64,0
2023-07-24,Orient Therapy - ESF,EcoHome - Campaign 8,EcoHome - AdGroup 4,ECO-SYN-0038,B0SYNTH0038,185,1,0.0054,1.05,1.05,3.04,0.3454,2.8952,0,0,0.0,0,0,3.04,0
2023-12-11,Jumbo Jumble - ESF,VitaGreen - Campaign 8,VitaGreen - AdGroup 5,VIT-SYN-0039,B0SYNTH0039,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-26,Jumbo Jumble - ESF,VitaGreen - Campaign 8,VitaGreen - AdGroup 5,VIT-SYN-0039,B0SYNTH0039,830,3,0.0036,0.88,2.64,9.7,0.2722,3.6742,0,0,0.0,0,0,9.7,0
2023-03-20,Jumbo Jumble - ESF,VitaGreen - Campaign 8,VitaGreen - AdGroup 5,VIT-SYN-0039,B0SYNTH0039,435,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-20,Jumbo Jumble - ESF,VitaGreen - Campaign 8,VitaGreen - AdGroup 5,VIT-SYN-0039,B0SYNTH0039,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-09,Jumbo Jumble - ESF,VitaGreen - Campaign 8,VitaGreen - AdGroup 5,VIT-SYN-0039,B0SYNTH0039,455,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-25,Jumbo Jumble - ESF,VitaGreen - Campaign 8,VitaGreen - AdGroup 5,VIT-SYN-0039,B0SYNTH0039,175,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-16,Jumbo Jumble - ESF,VitaGreen - Campaign 8,VitaGreen - AdGroup 5,VIT-SYN-0039,B0SYNTH0039,306,2,0.0065,1.13,2.26,3.37,0.6706,1.4912,0,0,0.0,0,0,3.37,0
2023-12-25,Jumbo Jumble - ESF,VitaGreen - Campaign 8,VitaGreen - AdGroup 5,VIT-SYN-0039,B0SYNTH0039,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-25,Halley - ESF,Halley - Campaign 9,Halley - AdGroup 1,HAL-SYN-0040,B0SYNTH0040,196,3,0.0153,1.13,3.4,4.68,0.7265,1.3765,0,0,0.0,0,0,4.68,0
2023-12-25,Halley - ESF,Halley - Campaign 9,Halley - AdGroup 1,HAL-SYN-0040,B0SYNTH0040,191,1,0.0052,1.24,1.24,4.81,0.2578,3.879,0,0,0.0,0,0,4.81,0
2023-03-20,Halley - ESF,Halley - Campaign 9,Halley - AdGroup 1,HAL-SYN-0040,B0SYNTH0040,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-02,Halley - ESF,Halley - Campaign 9,Halley - AdGroup 1,HAL-SYN-0040,B0SYNTH0040,376,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-08,Halley - ESF,Halley - Campaign 9,Halley - AdGroup 1,HAL-SYN-0040,B0SYNTH0040,885,9,0.0102,0.41,3.69,27.48,0.1343,7.4472,0,0,0.0,0,0,27.48,0
2023-06-12,Halley - ESF,Halley - Campaign 9,Halley - AdGroup 1,HAL-SYN-0040,B0SYNTH0040,380,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-31,Halley - ESF,Halley - Campaign 9,Halley - AdGroup 1,HAL-SYN-0040,B0SYNTH0040,217,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-06,Halley - ESF,Halley - Campaign 9,Halley - AdGroup 1,HAL-SYN-0040,B0SYNTH0040,135,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-13,Harveast - ESF,Harveast - Campaign 9,Harveast - AdGroup 2,HAR-SYN-0041,B0SYNTH0041,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-27,Harveast - ESF,Harveast - Campaign 9,Harveast - AdGroup 2,HAR-SYN-0041,B0SYNTH0041,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-19,Harveast - ESF,Harveast - Campaign 9,Harveast - AdGroup 2,HAR-SYN-0041,B0SYNTH0041,361,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-16,Harveast - ESF,Harveast - Campaign 9,Harveast - AdGroup 2,HAR-SYN-0041,B0SYNTH0041,381,5,0.0131,1.46,7.28,12.67,0.5746,1.7404,0,0,0.0,0,0,12.67,0
2023-02-13,Harveast - ESF,Harveast - Campaign 9,Harveast - AdGroup 2,HAR-SYN-0041,B0SYNTH0041,223,1,0.0045,0.52,0.52,3.2,0.1625,6.1538,0,0,0.0,0,0,3.2,0
2023-01-02,Harveast - ESF,Harveast - Campaign 9,Harveast - AdGroup 2,HAR-SYN-0041,B0SYNTH0041,483,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-07,Harveast - ESF,Harveast - Campaign 9,Harveast - AdGroup 2,HAR-SYN-0041,B0SYNTH0041,147,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-20,Harveast - ESF,Harveast - Campaign 9,Harveast - AdGroup 2,HAR-SYN-0041,B0SYNTH0041,189,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-11,Bioblas - ESF,BioBlas - Campaign 9,BioBlas - AdGroup 3,BIO-SYN-0042,B0SYNTH0042,808,3,0.0037,0.47,1.42,1.81,0.7845,1.2746,0,0,0.0,0,0,1.81,0
2023-06-26,Bioblas - ESF,BioBlas - Campaign 9,BioBlas - AdGroup 3,BIO-SYN-0042,B0SYNTH0042,466,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-31,Bioblas - ESF,BioBlas - Campaign 9,BioBlas - AdGroup 3,BIO-SYN-0042,B0SYNTH0042,821,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-27,Bioblas - ESF,BioBlas - Campaign 9,BioBlas - AdGroup 3,BIO-SYN-0042,B0SYNTH0042,106,1,0.0094,1.15,1.15,10.28,0.1119,8.9391,0,0,0.0,0,0,10.28,0
2023-05-22,Bioblas - ESF,BioBlas - Campaign 9,BioBlas - AdGroup 3,BIO-SYN-0042,B0SYNTH0042,144,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-17,Bioblas - ESF,BioBlas - Campaign 9,BioBlas - AdGroup 3,BIO-SYN-0042,B0SYNTH0042,267,1,0.0037,0.48,0.48,0.98,0.4898,2.0417,0,0,0.0,0,0,0.98,0
2023-04-24,Bioblas - ESF,BioBlas - Campaign 9,BioBlas - AdGroup 3,BIO-SYN-0042,B0SYNTH0042,424,4,0.0094,1.19,4.75,22.84,0.208,4.8084,0,0,0.0,0,0,22.84,0
2023-02-27,Bioblas - ESF,BioBlas - Campaign 9,BioBlas - AdGroup 3,BIO-SYN-0042,B0SYNTH0042,2248,4,0.0018,1.49,5.96,11.0,0.5418,1.8456,0,0,0.0,0,0,11.0,0
2023-11-20,Orient Therapy - ESF,OrientTherapy - Campaign 9,OrientTherapy - AdGroup 4,ORI-SYN-0043,B0SYNTH0043,133,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-05,Orient Therapy - ESF,OrientTherapy - Campaign 9,OrientTherapy - AdGroup 4,ORI-SYN-0043,B0SYNTH0043,154,1,0.0065,1.38,1.38,5.12,0.2695,3.7101,0,0,0.0,0,0,5.12,0
2023-06-26,Orient Therapy - ESF,OrientTherapy - Campaign 9,OrientTherapy - AdGroup 4,ORI-SYN-0043,B0SYNTH0043,249,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-23,Orient Therapy - ESF,OrientTherapy - Campaign 9,OrientTherapy - AdGroup 4,ORI-SYN-0043,B0SYNTH0043,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-19,Orient Therapy - ESF,OrientTherapy - Campaign 9,OrientTherapy - AdGroup 4,ORI-SYN-0043,B0SYNTH0043,111,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-20,Orient Therapy - ESF,OrientTherapy - Campaign 9,OrientTherapy - AdGroup 4,ORI-SYN-0043,B0SYNTH0043,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-02,Orient Therapy - ESF,OrientTherapy - Campaign 9,OrientTherapy - AdGroup 4,ORI-SYN-0043,B0SYNTH0043,1424,2,0.0014,0.89,1.78,10.28,0.1732,5.7753,0,0,0.0,0,0,10.28,0
2023-05-29,Orient Therapy - ESF,OrientTherapy - Campaign 9,OrientTherapy - AdGroup 4,ORI-SYN-0043,B0SYNTH0043,566,2,0.0035,0.89,1.77,5.52,0.3207,3.1186,0,0,0.0,0,0,5.52,0
2023-05-15,Jumbo Jumble - ESF,JumboJumble - Campaign 9,JumboJumble - AdGroup 5,JUM-SYN-0044,B0SYNTH0044,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-11,Jumbo Jumble - ESF,JumboJumble - Campaign 9,JumboJumble - AdGroup 5,JUM-SYN-0044,B0SYNTH0044,199,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-20,Jumbo Jumble - ESF,JumboJumble - Campaign 9,JumboJumble - AdGroup 5,JUM-SYN-0044,B0SYNTH0044,321,1,0.0031,1.09,1.09,2.39,0.4561,2.1927,0,0,0.0,0,0,2.39,0
2023-10-16,Jumbo Jumble - ESF,JumboJumble - Campaign 9,JumboJumble - AdGroup 5,JUM-SYN-0044,B0SYNTH0044,3569,27,0.0076,0.78,21.04,42.11,0.4996,2.0014,0,0,0.0,0,0,42.11,0
2023-09-04,Jumbo Jumble - ESF,JumboJumble - Campaign 9,JumboJumble - AdGroup 5,JUM-SYN-0044,B0SYNTH0044,328,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-22,Jumbo Jumble - ESF,JumboJumble - Campaign 9,JumboJumble - AdGroup 5,JUM-SYN-0044,B0SYNTH0044,275,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-06,Jumbo Jumble - ESF,JumboJumble - Campaign 9,JumboJumble - AdGroup 5,JUM-SYN-0044,B0SYNTH0044,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-02,Jumbo Jumble - ESF,JumboJumble - Campaign 9,JumboJumble - AdGroup 5,JUM-SYN-0044,B0SYNTH0044,1954,3,0.0015,0.6,1.81,11.99,0.151,6.6243,0,0,0.0,0,0,11.99,0
2023-10-09,Halley - ESF,NaturPlus - Campaign 10,NaturPlus - AdGroup 1,NAT-SYN-0045,B0SYNTH0045,553,5,0.009,0.39,1.96,3.08,0.6364,1.5714,0,0,0.0,0,0,3.08,0
