Start Date,End Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
2023-08-07,2023-08-07,Jumbo Jumble - ESF,USD,EcoHome - Campaign 3,EcoHome - AdGroup 5,keyword: massage oil relaxing,Phrase,massage oil relaxing,260,1,0.0038,1.24,1.24,3.44,0.3605,2.7742,0,0,0.0,0,0,3.44,0
2023-05-15,2023-05-15,Jumbo Jumble - ESF,USD,EcoHome - Campaign 3,EcoHome - AdGroup 5,keyword: massage oil relaxing,Broad,massage oil relaxing,538,5,0.0093,0.69,3.46,20.66,0.1675,5.9711,0,0,0.0,0,0,20.66,0
2023-08-28,2023-08-28,Jumbo Jumble - ESF,USD,EcoHome - Campaign 3,EcoHome - AdGroup 5,keyword: vegan snack pack,Broad,vegan snack pack,179,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-04-10,2023-04-10,Jumbo Jumble - ESF,USD,EcoHome - Campaign 3,EcoHome - AdGroup 5,keyword: vegan snack pack,Broad,vegan snack pack,79,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-22,2023-05-22,Jumbo Jumble - ESF,USD,EcoHome - Campaign 3,EcoHome - AdGroup 5,keyword: vegan snack pack,Exact,vegan snack pack,59,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-23,2023-01-23,Jumbo Jumble - ESF,USD,EcoHome - Campaign 3,EcoHome - AdGroup 5,keyword: outdoor gear,Broad,outdoor gear,530,6,0.0113,0.6,3.59,18.95,0.1894,5.2786,0,0,0.0,0,0,18.95,0
2023-01-02,2023-01-02,Jumbo Jumble - ESF,USD,EcoHome - Campaign 3,EcoHome - AdGroup 5,keyword: outdoor gear,Phrase,outdoor gear,842,1,0.0012,1.42,1.42,9.62,0.1476,6.7746,0,0,0.0,0,0,9.62,0
2023-11-27,2023-11-27,Jumbo Jumble - ESF,USD,EcoHome - Campaign 3,EcoHome - AdGroup 5,keyword: outdoor gear,Broad,outdoor gear,224,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-11,2023-12-11,Halley - ESF,USD,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,keyword: infant care kit,Exact,infant care kit,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-01,2023-05-01,Halley - ESF,USD,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,keyword: infant care kit,Exact,infant care kit,1368,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-28,2023-08-28,Halley - ESF,USD,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,keyword: infant care kit,Broad,infant care kit,107,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-18,2023-09-18,Halley - ESF,USD,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,keyword: spa gift set,Broad,spa gift set,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-23,2023-10-23,Halley - ESF,USD,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,keyword: spa gift set,Phrase,spa gift set,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-15,2023-05-15,Halley - ESF,USD,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,keyword: spa gift set,Phrase,spa gift set,155,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-12,2023-06-12,Halley - ESF,USD,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,keyword: protein shaker bottle,Broad,protein shaker bottle,78,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-02,2023-10-02,Halley - ESF,USD,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,keyword: protein shaker bottle,Phrase,protein shaker bottle,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-06,2023-02-06,Halley - ESF,USD,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,keyword: protein shaker bottle,Phrase,protein shaker bottle,826,3,0.0036,0.67,2.01,12.19,0.1649,6.0647,0,0,0.0,0,0,12.19,0
2023-05-01,2023-05-01,Halley - ESF,USD,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,keyword: outdoor gear,Phrase,outdoor gear,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-31,2023-07-31,Halley - ESF,USD,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,keyword: outdoor gear,Exact,outdoor gear,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-04-10,2023-04-10,Halley - ESF,USD,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,keyword: outdoor gear,Phrase,outdoor gear,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-20,2023-02-20,Halley - ESF,USD,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,keyword: aromatherapy oil,Exact,aromatherapy oil,886,9,0.0102,0.44,3.99,7.88,0.5063,1.9749,0,0,0.0,0,0,7.88,0
2023-12-18,2023-12-18,Halley - ESF,USD,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,keyword: aromatherapy oil,Exact,aromatherapy oil,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-24,2023-07-24,Halley - ESF,USD,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,keyword: aromatherapy oil,Exact,aromatherapy oil,417,5,0.012,0.54,2.72,8.16,0.3333,3.0,0,0,0.0,0,0,8.16,0
2023-04-03,2023-04-03,Harveast - ESF,USD,Halley - Campaign 4,Halley - AdGroup 2,keyword: organic hand towel set,Exact,organic hand towel set,776,2,0.0026,1.35,2.7,18.24,0.148,6.7556,0,0,0.0,0,0,18.24,0
2023-07-03,2023-07-03,Harveast - ESF,USD,Halley - Campaign 4,Halley - AdGroup 2,keyword: organic hand towel set,Broad,organic hand towel set,140,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-06,2023-02-06,Harveast - ESF,USD,Halley - Campaign 4,Halley - AdGroup 2,keyword: organic hand towel set,Exact,organic hand towel set,318,2,0.0063,0.81,1.63,12.92,0.1262,7.9264,0,0,0.0,0,0,12.92,0
2023-03-20,2023-03-20,Harveast - ESF,USD,Halley - Campaign 4,Halley - AdGroup 2,keyword: air freshener home,Phrase,air freshener home,150,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-25,2023-12-25,Harveast - ESF,USD,Halley - Campaign 4,Halley - AdGroup 2,keyword: air freshener home,Phrase,air freshener home,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-04,2023-09-04,Harveast - ESF,USD,Halley - Campaign 4,Halley - AdGroup 2,keyword: air freshener home,Phrase,air freshener home,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-30,2023-10-30,Harveast - ESF,USD,Halley - Campaign 4,Halley - AdGroup 2,keyword: air purifier hepa,Phrase,air purifier hepa,168,1,0.006,0.52,0.52,1.26,0.4127,2.4231,0,0,0.0,0,0,1.26,0
2023-01-30,2023-01-30,Harveast - ESF,USD,Halley - Campaign 4,Halley - AdGroup 2,keyword: air purifier hepa,Phrase,air purifier hepa,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-22,2023-05-22,Harveast - ESF,USD,Halley - Campaign 4,Halley - AdGroup 2,keyword: air purifier hepa,Exact,air purifier hepa,530,2,0.0038,1.18,2.35,5.37,0.4376,2.2851,0,0,0.0,0,0,5.37,0
2023-01-23,2023-01-23,Harveast - ESF,USD,Halley - Campaign 4,Halley - AdGroup 2,keyword: camping tent 4 person,Phrase,camping tent 4 person,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-13,2023-02-13,Harveast - ESF,USD,Halley - Campaign 4,Halley - AdGroup 2,keyword: camping tent 4 person,Phrase,camping tent 4 person,203,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-14,2023-08-14,Harveast - ESF,USD,Halley - Campaign 4,Halley - AdGroup 2,keyword: camping tent 4 person,Phrase,camping tent 4 person,376,5,0.0133,1.34,6.72,15.01,0.4477,2.2336,0,0,0.0,0,0,15.01,0
2023-11-27,2023-11-27,Harveast - ESF,USD,Halley - Campaign 4,Halley - AdGroup 2,keyword: gym water bottle,Phrase,gym water bottle,233,2,0.0086,1.01,2.02,5.34,0.3783,2.6436,0,0,0.0,0,0,5.34,0
2023-06-19,2023-06-19,Harveast - ESF,USD,Halley - Campaign 4,Halley - AdGroup 2,keyword: gym water bottle,Broad,gym water bottle,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-13,2023-03-13,Harveast - ESF,USD,Halley - Campaign 4,Halley - AdGroup 2,keyword: gym water bottle,Exact,gym water bottle,257,4,0.0156,1.0,4.02,7.99,0.5031,1.9876,0,0,0.0,0,0,7.99,0
2023-09-18,2023-09-18,Bioblas - ESF,USD,Harveast - Campaign 4,Harveast - AdGroup 3,keyword: aromatherapy oil,Broad,aromatherapy oil,126,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-11,2023-09-11,Bioblas - ESF,USD,Harveast - Campaign 4,Harveast - AdGroup 3,keyword: aromatherapy oil,Exact,aromatherapy oil,538,8,0.0149,0.94,7.51,15.39,0.488,2.0493,0,0,0.0,0,0,15.39,0
2023-12-18,2023-12-18,Bioblas - ESF,USD,Harveast - Campaign 4,Harveast - AdGroup 3,keyword: aromatherapy oil,Exact,aromatherapy oil,100,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-13,2023-11-13,Bioblas - ESF,USD,Harveast - Campaign 4,Harveast - AdGroup 3,keyword: essential oil diffuser,Exact,essential oil diffuser,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-29,2023-05-29,Bioblas - ESF,USD,Harveast - Campaign 4,Harveast - AdGroup 3,keyword: essential oil diffuser,Broad,essential oil diffuser,166,1,0.006,0.79,0.79,1.7,0.4647,2.1519,0,0,0.0,0,0,1.7,0
2023-03-13,2023-03-13,Bioblas - ESF,USD,Harveast - Campaign 4,Harveast - AdGroup 3,keyword: essential oil diffuser,Exact,essential oil diffuser,354,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-14,2023-08-14,Bioblas - ESF,USD,Harveast - Campaign 4,Harveast - AdGroup 3,keyword: natural fruit snack,Exact,natural fruit snack,129,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-11,2023-12-11,Bioblas - ESF,USD,Harveast - Campaign 4,Harveast - AdGroup 3,keyword: natural fruit snack,Phrase,natural fruit snack,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-21,2023-08-21,Bioblas - ESF,USD,Harveast - Campaign 4,Harveast - AdGroup 3,keyword: natural fruit snack,Phrase,natural fruit snack,430,2,0.0047,0.82,1.65,3.35,0.4925,2.0303,0,0,0.0,0,0,3.35,0
2023-05-29,2023-05-29,Bioblas - ESF,USD,Harveast - Campaign 4,Harveast - AdGroup 3,keyword: premium bath towels,Broad,premium bath towels,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-09,2023-10-09,Bioblas - ESF,USD,Harveast - Campaign 4,Harveast - AdGroup 3,keyword: premium bath towels,Broad,premium bath towels,147,1,0.0068,1.43,1.43,2.31,0.619,1.6154,0,0,0.0,0,0,2.31,0
2023-11-13,2023-11-13,Bioblas - ESF,USD,Harveast - Campaign 4,Harveast - AdGroup 3,keyword: premium bath towels,Exact,premium bath towels,181,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-18,2023-09-18,Bioblas - ESF,USD,Harveast - Campaign 4,Harveast - AdGroup 3,keyword: newborn bath set,Exact,newborn bath set,94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-24,2023-07-24,Bioblas - ESF,USD,Harveast - Campaign 4,Harveast - AdGroup 3,keyword: newborn bath set,Broad,newborn bath set,108,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-20,2023-11-20,Bioblas - ESF,USD,Harveast - Campaign 4,Harveast - AdGroup 3,keyword: newborn bath set,Exact,newborn bath set,106,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-04,2023-12-04,Orient Therapy - ESF,USD,BioBlas - Campaign 4,BioBlas - AdGroup 4,keyword: newborn bath set,Phrase,newborn bath set,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-18,2023-09-18,Orient Therapy - ESF,USD,BioBlas - Campaign 4,BioBlas - AdGroup 4,keyword: newborn bath set,Broad,newborn bath set,150,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-21,2023-08-21,Orient Therapy - ESF,USD,BioBlas - Campaign 4,BioBlas - AdGroup 4,keyword: newborn bath set,Broad,newborn bath set,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-21,2023-08-21,Orient Therapy - ESF,USD,BioBlas - Campaign 4,BioBlas - AdGroup 4,keyword: spa gift set,Exact,spa gift set,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-26,2023-06-26,Orient Therapy - ESF,USD,BioBlas - Campaign 4,BioBlas - AdGroup 4,keyword: spa gift set,Phrase,spa gift set,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-13,2023-02-13,Orient Therapy - ESF,USD,BioBlas - Campaign 4,BioBlas - AdGroup 4,keyword: spa gift set,Broad,spa gift set,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-11,2023-12-11,Orient Therapy - ESF,USD,BioBlas - Campaign 4,BioBlas - AdGroup 4,keyword: turkish cotton towel,Phrase,turkish cotton towel,564,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-06,2023-02-06,Orient Therapy - ESF,USD,BioBlas - Campaign 4,BioBlas - AdGroup 4,keyword: turkish cotton towel,Phrase,turkish cotton towel,140,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-11,2023-09-11,Orient Therapy - ESF,USD,BioBlas - Campaign 4,BioBlas - AdGroup 4,keyword: turkish cotton towel,Broad,turkish cotton towel,123,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-27,2023-11-27,Orient Therapy - ESF,USD,BioBlas - Campaign 4,BioBlas - AdGroup 4,keyword: organic hand towel set,Exact,organic hand towel set,520,3,0.0058,1.09,3.26,4.61,0.7072,1.4141,0,0,0.0,0,0,4.61,0
2023-12-18,2023-12-18,Orient Therapy - ESF,USD,BioBlas - Campaign 4,BioBlas - AdGroup 4,keyword: organic hand towel set,Phrase,organic hand towel set,807,7,0.0087,1.06,7.39,34.08,0.2168,4.6116,1,1,0.1429,1,0,34.08,0
2023-10-02,2023-10-02,Orient Therapy - ESF,USD,BioBlas - Campaign 4,BioBlas - AdGroup 4,keyword: organic hand towel set,Broad,organic hand towel set,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-04,2023-09-04,Orient Therapy - ESF,USD,BioBlas - Campaign 4,BioBlas - AdGroup 4,keyword: natural fruit snack,Phrase,natural fruit snack,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-10,2023-07-10,Orient Therapy - ESF,USD,BioBlas - Campaign 4,BioBlas - AdGroup 4,keyword: natural fruit snack,Exact,natural fruit snack,206,2,0.0097,0.41,0.81,1.19,0.6807,1.4691,0,0,0.0,0,0,1.19,0
2023-09-18,2023-09-18,Orient Therapy - ESF,USD,BioBlas - Campaign 4,BioBlas - AdGroup 4,keyword: natural fruit snack,Exact,natural fruit snack,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-27,2023-03-27,Jumbo Jumble - ESF,USD,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,keyword: spa gift set,Broad,spa gift set,254,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-27,2023-02-27,Jumbo Jumble - ESF,USD,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,keyword: spa gift set,Exact,spa gift set,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-30,2023-10-30,Jumbo Jumble - ESF,USD,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,keyword: spa gift set,Exact,spa gift set,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-27,2023-02-27,Jumbo Jumble - ESF,USD,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,keyword: desk accessories,Phrase,desk accessories,169,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-11,2023-09-11,Jumbo Jumble - ESF,USD,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,keyword: desk accessories,Phrase,desk accessories,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-31,2023-07-31,Jumbo Jumble - ESF,USD,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,keyword: desk accessories,Exact,desk accessories,104,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-22,2023-05-22,Jumbo Jumble - ESF,USD,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,keyword: organic hand towel set,Broad,organic hand towel set,103,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-28,2023-08-28,Jumbo Jumble - ESF,USD,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,keyword: organic hand towel set,Phrase,organic hand towel set,682,2,0.0029,0.35,0.7,2.12,0.3302,3.0286,0,0,0.0,0,0,2.12,0
2023-12-25,2023-12-25,Jumbo Jumble - ESF,USD,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,keyword: organic hand towel set,Phrase,organic hand towel set,591,5,0.0085,0.55,2.77,6.55,0.4229,2.3646,0,0,0.0,0,0,6.55,0
2023-11-06,2023-11-06,Jumbo Jumble - ESF,USD,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,keyword: office desk organizer,Phrase,office desk organizer,215,1,0.0047,0.9,0.9,2.46,0.3659,2.7333,0,0,0.0,0,0,2.46,0
2023-12-18,2023-12-18,Jumbo Jumble - ESF,USD,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,keyword: office desk organizer,Exact,office desk organizer,85,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-21,2023-08-21,Jumbo Jumble - ESF,USD,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,keyword: office desk organizer,Phrase,office desk organizer,325,4,0.0123,1.17,4.66,12.24,0.3807,2.6266,0,0,0.0,0,0,12.24,0
2023-04-17,2023-04-17,Jumbo Jumble - ESF,USD,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,keyword: natural fruit snack,Phrase,natural fruit snack,539,6,0.0111,0.37,2.23,21.24,0.105,9.5247,0,0,0.0,0,0,21.24,0
2023-12-25,2023-12-25,Jumbo Jumble - ESF,USD,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,keyword: natural fruit snack,Phrase,natural fruit snack,164,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-02,2023-10-02,Jumbo Jumble - ESF,USD,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,keyword: natural fruit snack,Phrase,natural fruit snack,993,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-29,2023-05-29,Halley - ESF,USD,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,keyword: spa gift set,Phrase,spa gift set,70,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-19,2023-06-19,Halley - ESF,USD,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,keyword: spa gift set,Phrase,spa gift set,405,4,0.0099,0.71,2.86,4.01,0.7132,1.4021,0,0,0.0,0,0,4.01,0
2023-04-17,2023-04-17,Halley - ESF,USD,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,keyword: spa gift set,Exact,spa gift set,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-16,2023-01-16,Halley - ESF,USD,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,keyword: office desk organizer,Broad,office desk organizer,703,6,0.0085,1.31,7.84,10.63,0.7375,1.3559,0,0,0.0,0,0,10.63,0
2023-10-23,2023-10-23,Halley - ESF,USD,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,keyword: office desk organizer,Exact,office desk organizer,185,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-27,2023-02-27,Halley - ESF,USD,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,keyword: office desk organizer,Exact,office desk organizer,125,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-19,2023-06-19,Halley - ESF,USD,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,keyword: air freshener home,Broad,air freshener home,102,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-03,2023-07-03,Halley - ESF,USD,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,keyword: air freshener home,Phrase,air freshener home,214,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-02,2023-01-02,Halley - ESF,USD,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,keyword: air freshener home,Broad,air freshener home,239,2,0.0084,0.61,1.22,1.82,0.6703,1.4918,0,0,0.0,0,0,1.82,0
2023-01-16,2023-01-16,Halley - ESF,USD,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,keyword: turkish cotton towel,Phrase,turkish cotton towel,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-13,2023-02-13,Halley - ESF,USD,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,keyword: turkish cotton towel,Exact,turkish cotton towel,550,2,0.0036,1.06,2.12,8.71,0.2434,4.1085,0,0,0.0,0,0,8.71,0
2023-10-02,2023-10-02,Halley - ESF,USD,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,keyword: turkish cotton towel,Phrase,turkish cotton towel,130,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-16,2023-01-16,Halley - ESF,USD,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,keyword: infant care kit,Exact,infant care kit,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-12,2023-06-12,Halley - ESF,USD,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,keyword: infant care kit,Phrase,infant care kit,275,2,0.0073,0.3,0.6,1.35,0.4444,2.25,0,0,0.0,0,0,1.35,0
2023-02-20,2023-02-20,Halley - ESF,USD,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,keyword: infant care kit,Phrase,infant care kit,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-04-24,2023-04-24,Harveast - ESF,USD,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,keyword: hiking backpack,Exact,hiking backpack,311,1,0.0032,0.84,0.84,1.79,0.4693,2.131,0,0,0.0,0,0,1.79,0
2023-10-30,2023-10-30,Harveast - ESF,USD,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,keyword: hiking backpack,Broad,hiking backpack,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-01,2023-05-01,Harveast - ESF,USD,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,keyword: hiking backpack,Broad,hiking backpack,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-03,2023-07-03,Harveast - ESF,USD,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,keyword: gym water bottle,Exact,gym water bottle,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-07,2023-08-07,Harveast - ESF,USD,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,keyword: gym water bottle,Exact,gym water bottle,397,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-26,2023-06-26,Harveast - ESF,USD,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,keyword: gym water bottle,Exact,gym water bottle,244,1,0.0041,1.4,1.4,2.81,0.4982,2.0071,0,0,0.0,0,0,2.81,0
2023-12-04,2023-12-04,Harveast - ESF,USD,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,keyword: camping tent 4 person,Phrase,camping tent 4 person,2507,22,0.0088,0.91,20.04,31.53,0.6356,1.5734,0,0,0.0,0,0,31.53,0
2023-05-01,2023-05-01,Harveast - ESF,USD,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,keyword: camping tent 4 person,Phrase,camping tent 4 person,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-02,2023-10-02,Harveast - ESF,USD,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,keyword: camping tent 4 person,Broad,camping tent 4 person,84,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-07,2023-08-07,Harveast - ESF,USD,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,keyword: essential oil diffuser,Exact,essential oil diffuser,282,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-20,2023-02-20,Harveast - ESF,USD,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,keyword: essential oil diffuser,Broad,essential oil diffuser,300,1,0.0033,1.46,1.46,2.2,0.6636,1.5068,0,0,0.0,0,0,2.2,0
2023-07-24,2023-07-24,Harveast - ESF,USD,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,keyword: essential oil diffuser,Phrase,essential oil diffuser,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
