Parent_ASIN,Child_ASIN,Title,SKU,Sessions_Mobile_App,Sessions_Mobile_APP_B2B,Sessions_Browser,Sessions_Browser_B2B,Sessions_Total,Sessions_Total_B2B,Session_Percentage_Mobile_App,Session_Percentage_Browser,Session_Percentage_Total,Page_Views_Mobile_App,Page_Views_Browser,Page_Views_Total,Page_Views_Mobile_APP_B2B,Page_Views_Browser_B2B,Page_Views_Total_B2B,Page_Views_Percentage_Mobile_App,Page_Views_Percentage_Browser,Page_Views_Percentage_Total,Page_Views_Percentage_Mobile_App_B2B,Page_Views_Percentage_Browser_B2B,Page_Views_Percentage_Total_B2B,Session_Percentage_Mobile_APP_B2B,Session_Percentage_Browser_B2B,Session_Percentage_Total_B2B,Featured_Offer_Buy_Box_Percentage,Featured_Offer_Buy_Box_Percentage_B2B,Units_Ordered,Units_Ordered_B2B,Unit_Session_Percentage,Unit_Session_Percentage_B2B,Ordered_Product_Sales,Ordered_Product_Sales_B2B,Total_Order_Items,Total_Order_Items_B2B,Report_Date
B0SYNTH0021,B0SYNTH0021,NaturPlus Clothing Product 22 - Premium Quality,NAT-SYN-0021,125,0,103,0,229,0,55.0,45.0,100.0,172,140,313,0,0,0,55.0,45.0,100.0,0,0,0,0,0,0,30.71,0.0,0,0,0.07,0.0,0.0,0.0,0,0,2022-04-11
B0SYNTH0021,B0SYNTH0021,NaturPlus Clothing Product 22 - Premium Quality,NAT-SYN-0021,1207,0,2566,0,3774,0,32.0,68.0,100.0,1823,3875,5699,0,0,0,32.0,68.0,100.0,0,0,0,0,0,0,68.51,0.0,5,0,0.15,0.0,374.95,0.0,5,0,2022-06-27
B0SYNTH0021,B0SYNTH0021,NaturPlus Clothing Product 22 - Premium Quality,NAT-SYN-0021,3,0,6,0,10,0,35.0,65.0,100.0,4,9,14,0,0,0,35.0,65.0,100.0,0,0,0,0,0,0,30.25,0.0,0,0,5.56,0.0,0.0,0.0,0,0,2022-08-08
B0SYNTH0021,B0SYNTH0021,NaturPlus Clothing Product 22 - Premium Quality,NAT-SYN-0021,645,0,645,0,1291,0,50.0,50.0,100.0,1070,1070,2140,0,0,0,50.0,50.0,100.0,0,0,0,0,0,0,25.79,0.0,16,0,1.26,0.0,1199.84,0.0,16,0,2023-08-14
B0SYNTH0021,B0SYNTH0022,EcoHome Office Product 23 - Premium Quality,ECO-SYN-0022,72,0,96,0,169,0,43.0,57.0,100.0,118,156,275,0,0,0,43.0,57.0,100.0,0,0,0,0,0,0,25.68,0.0,10,0,6.25,0.0,499.9,0.0,10,0,2022-05-02
B0SYNTH0021,B0SYNTH0022,EcoHome Office Product 23 - Premium Quality,ECO-SYN-0022,126,0,87,0,214,0,59.0,41.0,100.0,199,138,338,0,0,0,59.0,41.0,100.0,0,0,0,0,0,0,41.59,0.0,4,0,1.91,0.0,199.96,0.0,4,0,2023-11-20
B0SYNTH0021,B0SYNTH0022,EcoHome Office Product 23 - Premium Quality,ECO-SYN-0022,53,0,95,0,149,0,36.0,64.0,100.0,88,157,246,0,0,0,36.0,64.0,100.0,0,0,0,0,0,0,76.56,0.0,0,0,0.65,0.0,0.0,0.0,0,0,2023-08-07
B0SYNTH0021,B0SYNTH0022,EcoHome Office Product 23 - Premium Quality,ECO-SYN-0022,7,0,13,0,21,0,38.0,62.0,100.0,12,19,32,0,0,0,38.0,62.0,100.0,0,0,0,0,0,0,72.97,0.0,1,0,8.34,0.0,49.99,0.0,1,0,2023-08-21
B0SYNTH0021,B0SYNTH0022,EcoHome Office Product 23 - Premium Quality,ECO-SYN-0022,1175,0,1690,0,2866,0,41.0,59.0,100.0,1564,2252,3817,0,0,0,41.0,59.0,100.0,0,0,0,0,0,0,52.04,0.0,149,0,5.2,0.0,7448.51,0.0,149,0,2023-06-26
B0SYNTH0021,B0SYNTH0022,EcoHome Office Product 23 - Premium Quality,ECO-SYN-0022,120,0,255,0,376,0,32.0,68.0,100.0,144,308,453,0,0,0,32.0,68.0,100.0,0,0,0,0,0,0,40.35,0.0,0,0,0.12,0.0,0.0,0.0,0,0,2022-05-30
B0SYNTH0021,B0SYNTH0022,EcoHome Office Product 23 - Premium Quality,ECO-SYN-0022,16,0,31,0,48,0,35.0,65.0,100.0,24,44,69,0,0,0,35.0,65.0,100.0,0,0,0,0,0,0,35.76,0.0,0,0,2.01,0.0,0.0,0.0,0,0,2022-08-15
B0SYNTH0021,B0SYNTH0022,EcoHome Office Product 23 - Premium Quality,ECO-SYN-0022,165,0,269,0,435,0,38.0,62.0,100.0,277,452,730,0,0,0,38.0,62.0,100.0,0,0,0,0,0,0,35.47,0.0,27,0,6.26,0.0,1349.73,0.0,27,0,2023-03-06
B0SYNTH0021,B0SYNTH0023,VitaGreen Baby Product 24 - Premium Quality,VIT-SYN-0023,1254,0,2136,0,3391,0,37.0,63.0,100.0,1533,2611,4145,0,0,0,37.0,63.0,100.0,0,0,0,0,0,0,19.8,0.0,548,0,16.17,0.0,19174.52,0.0,548,0,2022-08-15
B0SYNTH0021,B0SYNTH0023,VitaGreen Baby Product 24 - Premium Quality,VIT-SYN-0023,181,0,126,0,308,0,59.0,41.0,100.0,303,211,515,0,0,0,59.0,41.0,100.0,0,0,0,0,0,0,39.64,0.0,0,0,0.27,0.0,0.0,0.0,0,0,2023-04-17
B0SYNTH0021,B0SYNTH0023,VitaGreen Baby Product 24 - Premium Quality,VIT-SYN-0023,7,0,12,0,20,0,39.0,61.0,100.0,13,20,34,0,0,0,39.0,61.0,100.0,0,0,0,0,0,0,40.0,0.0,0,0,2.77,0.0,0.0,0.0,0,0,2023-08-07
B0SYNTH0021,B0SYNTH0023,VitaGreen Baby Product 24 - Premium Quality,VIT-SYN-0023,21,0,35,0,57,0,37.0,63.0,100.0,33,57,91,0,0,0,37.0,63.0,100.0,0,0,0,0,0,0,21.06,0.0,1,0,2.33,0.0,34.99,0.0,1,0,2023-08-21
B0SYNTH0021,B0SYNTH0023,VitaGreen Baby Product 24 - Premium Quality,VIT-SYN-0023,7,0,14,0,22,0,35.0,65.0,100.0,12,22,35,0,0,0,35.0,65.0,100.0,0,0,0,0,0,0,59.71,0.0,0,0,0.52,0.0,0.0,0.0,0,0,2022-11-14
B0SYNTH0021,B0SYNTH0023,VitaGreen Baby Product 24 - Premium Quality,VIT-SYN-0023,918,0,562,0,1481,0,62.0,38.0,100.0,1290,790,2081,0,0,0,62.0,38.0,100.0,0,0,0,0,0,0,47.65,0.0,32,0,2.21,0.0,1119.68,0.0,32,0,2022-10-03
B0SYNTH0021,B0SYNTH0023,VitaGreen Baby Product 24 - Premium Quality,VIT-SYN-0023,146,0,101,0,248,0,59.0,41.0,100.0,207,144,352,0,0,0,59.0,41.0,100.0,0,0,0,0,0,0,68.12,0.0,12,0,4.91,0.0,419.88,0.0,12,0,2022-04-04
B0SYNTH0021,B0SYNTH0023,VitaGreen Baby Product 24 - Premium Quality,VIT-SYN-0023,63,0,65,0,129,0,49.0,51.0,100.0,111,116,228,0,0,0,49.0,51.0,100.0,0,0,0,0,0,0,17.5,0.0,2,0,2.14,0.0,69.98,0.0,2,0,2022-05-30
B0SYNTH0024,B0SYNTH0024,Halley Home & Kitchen Product 25 - Premium Quality,HAL-SYN-0024,380,0,675,0,1056,0,36.0,64.0,100.0,611,1087,1699,0,0,0,36.0,64.0,100.0,0,0,0,0,0,0,51.41,0.0,24,0,2.34,0.0,1439.76,0.0,24,0,2023-08-28
B0SYNTH0024,B0SYNTH0024,Halley Home & Kitchen Product 25 - Premium Quality,HAL-SYN-0024,70,0,48,0,119,0,59.0,41.0,100.0,105,73,179,0,0,0,59.0,41.0,100.0,0,0,0,0,0,0,58.19,0.0,3,0,2.88,0.0,179.97,0.0,3,0,2023-08-14
B0SYNTH0024,B0SYNTH0024,Halley Home & Kitchen Product 25 - Premium Quality,HAL-SYN-0024,34,0,49,0,84,0,41.0,59.0,100.0,53,76,130,0,0,0,41.0,59.0,100.0,0,0,0,0,0,0,40.57,0.0,1,0,1.53,0.0,59.99,0.0,1,0,2023-08-07
B0SYNTH0024,B0SYNTH0024,Halley Home & Kitchen Product 25 - Premium Quality,HAL-SYN-0024,9,0,4,0,14,0,66.0,34.0,100.0,11,6,18,0,0,0,66.0,34.0,100.0,0,0,0,0,0,0,62.4,0.0,0,0,0.53,0.0,0.0,0.0,0,0,2023-01-23
B0SYNTH0024,B0SYNTH0024,Halley Home & Kitchen Product 25 - Premium Quality,HAL-SYN-0024,3,0,6,0,10,0,31.0,69.0,100.0,4,9,14,0,0,0,31.0,69.0,100.0,0,0,0,0,0,0,48.86,0.0,0,0,5.02,0.0,0.0,0.0,0,0,2023-10-16
B0SYNTH0024,B0SYNTH0024,Halley Home & Kitchen Product 25 - Premium Quality,HAL-SYN-0024,592,0,785,0,1378,0,43.0,57.0,100.0,891,1182,2074,0,0,0,43.0,57.0,100.0,0,0,0,0,0,0,62.25,0.0,3,0,0.29,0.0,179.97,0.0,3,0,2023-11-20
B0SYNTH0024,B0SYNTH0024,Halley Home & Kitchen Product 25 - Premium Quality,HAL-SYN-0024,703,0,703,0,1406,0,50.0,50.0,100.0,1149,1149,2298,0,0,0,50.0,50.0,100.0,0,0,0,0,0,0,56.58,0.0,25,0,1.81,0.0,1499.75,0.0,25,0,2023-01-16
B0SYNTH0024,B0SYNTH0024,Halley Home & Kitchen Product 25 - Premium Quality,HAL-SYN-0024,632,0,743,0,1376,0,46.0,54.0,100.0,1121,1315,2437,0,0,0,46.0,54.0,100.0,0,0,0,0,0,0,20.55,0.0,148,0,10.82,0.0,8878.52,0.0,148,0,2023-07-17
B0SYNTH0024,B0SYNTH0025,Harveast Grocery Product 26 - Premium Quality,HAR-SYN-0025,229,0,117,0,347,0,66.0,34.0,100.0,401,207,609,0,0,0,66.0,34.0,100.0,0,0,0,0,0,0,54.37,0.0,8,0,2.56,0.0,719.92,0.0,8,0,2022-12-26
B0SYNTH0024,B0SYNTH0025,Harveast Grocery Product 26 - Premium Quality,HAR-SYN-0025,73,0,52,0,126,0,58.0,42.0,100.0,109,79,189,0,0,0,58.0,42.0,100.0,0,0,0,0,0,0,75.11,0.0,1,0,1.11,0.0,89.99,0.0,1,0,2022-11-14
B0SYNTH0024,B0SYNTH0025,Harveast Grocery Product 26 - Premium Quality,HAR-SYN-0025,51,0,57,0,109,0,47.0,53.0,100.0,73,82,156,0,0,0,47.0,53.0,100.0,0,0,0,0,0,0,4.12,0.0,5,0,5.2,0.0,449.95,0.0,5,0,2022-07-04
B0SYNTH0024,B0SYNTH0025,Harveast Grocery Product 26 - Premium Quality,HAR-SYN-0025,292,0,259,0,552,0,53.0,47.0,100.0,403,357,761,0,0,0,53.0,47.0,100.0,0,0,0,0,0,0,86.56,0.0,7,0,1.36,0.0,629.93,0.0,7,0,2022-08-08
B0SYNTH0024,B0SYNTH0025,Harveast Grocery Product 26 - Premium Quality,HAR-SYN-0025,397,0,596,0,994,0,40.0,60.0,100.0,625,938,1564,0,0,0,40.0,60.0,100.0,0,0,0,0,0,0,27.83,0.0,5,0,0.52,0.0,449.95,0.0,5,0,2023-08-14
B0SYNTH0024,B0SYNTH0025,Harveast Grocery Product 26 - Premium Quality,HAR-SYN-0025,221,0,104,0,326,0,68.0,32.0,100.0,353,166,520,0,0,0,68.0,32.0,100.0,0,0,0,0,0,0,65.53,0.0,1,0,0.42,0.0,89.99,0.0,1,0,2022-10-17
B0SYNTH0024,B0SYNTH0025,Harveast Grocery Product 26 - Premium Quality,HAR-SYN-0025,40,0,25,0,66,0,61.0,39.0,100.0,70,44,115,0,0,0,61.0,39.0,100.0,0,0,0,0,0,0,29.08,0.0,1,0,2.55,0.0,89.99,0.0,1,0,2022-11-07
B0SYNTH0024,B0SYNTH0025,Harveast Grocery Product 26 - Premium Quality,HAR-SYN-0025,79,0,169,0,249,0,32.0,68.0,100.0,114,244,359,0,0,0,32.0,68.0,100.0,0,0,0,0,0,0,46.02,0.0,2,0,1.17,0.0,179.98,0.0,2,0,2023-05-22
B0SYNTH0024,B0SYNTH0026,BioBlas Beauty Product 27 - Premium Quality,BIO-SYN-0026,35,0,48,0,84,0,42.0,58.0,100.0,52,72,125,0,0,0,42.0,58.0,100.0,0,0,0,0,0,0,67.78,0.0,6,0,7.24,0.0,239.94,0.0,6,0,2023-04-24
B0SYNTH0024,B0SYNTH0026,BioBlas Beauty Product 27 - Premium Quality,BIO-SYN-0026,121,0,52,0,174,0,70.0,30.0,100.0,213,91,305,0,0,0,70.0,30.0,100.0,0,0,0,0,0,0,18.91,0.0,13,0,7.99,0.0,519.87,0.0,13,0,2022-08-15
B0SYNTH0024,B0SYNTH0026,BioBlas Beauty Product 27 - Premium Quality,BIO-SYN-0026,77,0,91,0,169,0,46.0,54.0,100.0,103,120,224,0,0,0,46.0,54.0,100.0,0,0,0,0,0,0,48.41,0.0,5,0,3.31,0.0,199.95,0.0,5,0,2023-04-10
B0SYNTH0024,B0SYNTH0026,BioBlas Beauty Product 27 - Premium Quality,BIO-SYN-0026,83,0,94,0,178,0,47.0,53.0,100.0,111,126,238,0,0,0,47.0,53.0,100.0,0,0,0,0,0,0,20.39,0.0,3,0,1.87,0.0,119.97,0.0,3,0,2023-05-29
B0SYNTH0024,B0SYNTH0026,BioBlas Beauty Product 27 - Premium Quality,BIO-SYN-0026,60,0,90,0,150,0,40.0,60.0,100.0,100,151,252,0,0,0,40.0,60.0,100.0,0,0,0,0,0,0,58.53,0.0,9,0,6.37,0.0,359.91,0.0,9,0,2022-04-25
B0SYNTH0024,B0SYNTH0026,BioBlas Beauty Product 27 - Premium Quality,BIO-SYN-0026,55,0,73,0,129,0,43.0,57.0,100.0,86,114,201,0,0,0,43.0,57.0,100.0,0,0,0,0,0,0,10.97,0.0,5,0,4.22,0.0,199.95,0.0,5,0,2023-01-23
B0SYNTH0024,B0SYNTH0026,BioBlas Beauty Product 27 - Premium Quality,BIO-SYN-0026,32,0,27,0,60,0,54.0,46.0,100.0,55,46,102,0,0,0,54.0,46.0,100.0,0,0,0,0,0,0,71.88,0.0,0,0,0.29,0.0,0.0,0.0,0,0,2023-02-27
B0SYNTH0024,B0SYNTH0026,BioBlas Beauty Product 27 - Premium Quality,BIO-SYN-0026,17,0,32,0,50,0,34.0,66.0,100.0,21,40,62,0,0,0,34.0,66.0,100.0,0,0,0,0,0,0,66.71,0.0,1,0,2.67,0.0,39.99,0.0,1,0,2022-07-18
B0SYNTH0027,B0SYNTH0027,OrientTherapy Sports Product 28 - Premium Quality,ORI-SYN-0027,48,0,87,0,136,0,36.0,64.0,100.0,60,106,167,0,0,0,36.0,64.0,100.0,0,0,0,0,0,0,38.62,0.0,0,0,0.7,0.0,0.0,0.0,0,0,2022-04-11
B0SYNTH0027,B0SYNTH0027,OrientTherapy Sports Product 28 - Premium Quality,ORI-SYN-0027,52,0,55,0,108,0,49.0,51.0,100.0,64,66,131,0,0,0,49.0,51.0,100.0,0,0,0,0,0,0,44.86,0.0,1,0,1.29,0.0,19.99,0.0,1,0,2022-08-15
B0SYNTH0027,B0SYNTH0027,OrientTherapy Sports Product 28 - Premium Quality,ORI-SYN-0027,39,0,55,0,95,0,42.0,58.0,100.0,68,93,162,0,0,0,42.0,58.0,100.0,0,0,0,0,0,0,63.58,0.0,6,0,7.08,0.0,119.94,0.0,6,0,2023-07-31
B0SYNTH0027,B0SYNTH0027,OrientTherapy Sports Product 28 - Premium Quality,ORI-SYN-0027,361,0,273,0,635,0,57.0,43.0,100.0,633,477,1111,0,0,0,57.0,43.0,100.0,0,0,0,0,0,0,57.74,0.0,7,0,1.24,0.0,139.93,0.0,7,0,2023-04-17
B0SYNTH0027,B0SYNTH0027,OrientTherapy Sports Product 28 - Premium Quality,ORI-SYN-0027,487,0,352,0,840,0,58.0,42.0,100.0,778,564,1343,0,0,0,58.0,42.0,100.0,0,0,0,0,0,0,74.9,0.0,26,0,3.12,0.0,519.74,0.0,26,0,2023-06-19
B0SYNTH0027,B0SYNTH0027,OrientTherapy Sports Product 28 - Premium Quality,ORI-SYN-0027,143,0,277,0,421,0,34.0,66.0,100.0,185,360,546,0,0,0,34.0,66.0,100.0,0,0,0,0,0,0,57.02,0.0,18,0,4.36,0.0,359.82,0.0,18,0,2022-06-20
B0SYNTH0027,B0SYNTH0027,OrientTherapy Sports Product 28 - Premium Quality,ORI-SYN-0027,29195,0,40317,0,69513,0,42.0,58.0,100.0,36785,50799,87585,0,0,0,42.0,58.0,100.0,0,0,0,0,0,0,79.38,0.0,1661,0,2.39,0.0,33203.39,0.0,1661,0,2023-12-18
B0SYNTH0027,B0SYNTH0027,OrientTherapy Sports Product 28 - Premium Quality,ORI-SYN-0027,43,0,18,0,62,0,70.0,30.0,100.0,53,23,77,0,0,0,70.0,30.0,100.0,0,0,0,0,0,0,48.93,0.0,1,0,2.3,0.0,19.99,0.0,1,0,2023-10-30
B0SYNTH0027,B0SYNTH0028,JumboJumble Health Product 29 - Premium Quality,JUM-SYN-0028,248,0,358,0,607,0,41.0,59.0,100.0,341,492,834,0,0,0,41.0,59.0,100.0,0,0,0,0,0,0,81.75,0.0,4,0,0.78,0.0,119.96,0.0,4,0,2022-05-09
B0SYNTH0027,B0SYNTH0028,JumboJumble Health Product 29 - Premium Quality,JUM-SYN-0028,52,0,31,0,84,0,63.0,37.0,100.0,65,38,104,0,0,0,63.0,37.0,100.0,0,0,0,0,0,0,27.42,0.0,0,0,0.18,0.0,0.0,0.0,0,0,2023-10-02
B0SYNTH0027,B0SYNTH0028,JumboJumble Health Product 29 - Premium Quality,JUM-SYN-0028,51,0,41,0,93,0,55.0,45.0,100.0,65,53,119,0,0,0,55.0,45.0,100.0,0,0,0,0,0,0,71.44,0.0,0,0,0.89,0.0,0.0,0.0,0,0,2022-04-04
B0SYNTH0027,B0SYNTH0028,JumboJumble Health Product 29 - Premium Quality,JUM-SYN-0028,57,0,62,0,120,0,48.0,52.0,100.0,98,106,205,0,0,0,48.0,52.0,100.0,0,0,0,0,0,0,39.12,0.0,9,0,8.06,0.0,269.91,0.0,9,0,2022-09-19
B0SYNTH0027,B0SYNTH0028,JumboJumble Health Product 29 - Premium Quality,JUM-SYN-0028,3,0,7,0,11,0,36.0,64.0,100.0,6,11,18,0,0,0,36.0,64.0,100.0,0,0,0,0,0,0,43.71,0.0,0,0,1.04,0.0,0.0,0.0,0,0,2022-08-29
B0SYNTH0027,B0SYNTH0028,JumboJumble Health Product 29 - Premium Quality,JUM-SYN-0028,67,0,64,0,132,0,51.0,49.0,100.0,100,96,197,0,0,0,51.0,49.0,100.0,0,0,0,0,0,0,59.23,0.0,4,0,3.15,0.0,119.96,0.0,4,0,2023-03-20
B0SYNTH0027,B0SYNTH0028,JumboJumble Health Product 29 - Premium Quality,JUM-SYN-0028,414,0,647,0,1062,0,39.0,61.0,100.0,567,887,1455,0,0,0,39.0,61.0,100.0,0,0,0,0,0,0,29.33,0.0,5,0,0.5,0.0,149.95,0.0,5,0,2023-06-12
B0SYNTH0027,B0SYNTH0028,JumboJumble Health Product 29 - Premium Quality,JUM-SYN-0028,56,0,66,0,123,0,46.0,54.0,100.0,79,92,172,0,0,0,46.0,54.0,100.0,0,0,0,0,0,0,62.66,0.0,13,0,10.62,0.0,389.87,0.0,13,0,2022-07-04
B0SYNTH0027,B0SYNTH0029,NaturPlus Clothing Product 30 - Premium Quality,NAT-SYN-0029,38,0,30,0,69,0,56.0,44.0,100.0,64,51,116,0,0,0,56.0,44.0,100.0,0,0,0,0,0,0,64.79,0.0,0,0,1.3,0.0,0.0,0.0,0,0,2022-08-22
B0SYNTH0027,B0SYNTH0029,NaturPlus Clothing Product 30 - Premium Quality,NAT-SYN-0029,98,0,110,0,209,0,47.0,53.0,100.0,172,194,367,0,0,0,47.0,53.0,100.0,0,0,0,0,0,0,19.85,0.0,4,0,2.29,0.0,199.96,0.0,4,0,2023-12-11
B0SYNTH0027,B0SYNTH0029,NaturPlus Clothing Product 30 - Premium Quality,NAT-SYN-0029,86,0,53,0,140,0,62.0,38.0,100.0,148,90,239,0,0,0,62.0,38.0,100.0,0,0,0,0,0,0,8.88,0.0,1,0,1.1,0.0,49.99,0.0,1,0,2023-05-29
B0SYNTH0027,B0SYNTH0029,NaturPlus Clothing Product 30 - Premium Quality,NAT-SYN-0029,10,0,7,0,18,0,57.0,43.0,100.0,13,9,23,0,0,0,57.0,43.0,100.0,0,0,0,0,0,0,53.99,0.0,0,0,0.49,0.0,0.0,0.0,0,0,2023-05-08
B0SYNTH0027,B0SYNTH0029,NaturPlus Clothing Product 30 - Premium Quality,NAT-SYN-0029,178,0,192,0,371,0,48.0,52.0,100.0,288,312,601,0,0,0,48.0,52.0,100.0,0,0,0,0,0,0,61.88,0.0,4,0,1.26,0.0,199.96,0.0,4,0,2023-02-13
B0SYNTH0027,B0SYNTH0029,NaturPlus Clothing Product 30 - Premium Quality,NAT-SYN-0029,17,0,39,0,57,0,31.0,69.0,100.0,21,48,70,0,0,0,31.0,69.0,100.0,0,0,0,0,0,0,82.04,0.0,0,0,1.08,0.0,0.0,0.0,0,0,2023-07-03
B0SYNTH0027,B0SYNTH0029,NaturPlus Clothing Product 30 - Premium Quality,NAT-SYN-0029,20,0,11,0,32,0,65.0,35.0,100.0,26,14,41,0,0,0,65.0,35.0,100.0,0,0,0,0,0,0,53.68,0.0,0,0,1.07,0.0,0.0,0.0,0,0,2023-01-02
B0SYNTH0027,B0SYNTH0029,NaturPlus Clothing Product 30 - Premium Quality,NAT-SYN-0029,21,0,9,0,30,0,70.0,30.0,100.0,26,11,38,0,0,0,70.0,30.0,100.0,0,0,0,0,0,0,9.4,0.0,0,0,0.42,0.0,0.0,0.0,0,0,2022-12-19
B0SYNTH0030,B0SYNTH0030,EcoHome Office Product 31 - Premium Quality,ECO-SYN-0030,119,0,135,0,255,0,47.0,53.0,100.0,152,171,324,0,0,0,47.0,53.0,100.0,0,0,0,0,0,0,52.87,0.0,2,0,1.16,0.0,89.98,0.0,2,0,2022-06-06
B0SYNTH0030,B0SYNTH0030,EcoHome Office Product 31 - Premium Quality,ECO-SYN-0030,984,0,773,0,1758,0,56.0,44.0,100.0,1737,1365,3103,0,0,0,56.0,44.0,100.0,0,0,0,0,0,0,36.21,0.0,3,0,0.2,0.0,134.97,0.0,3,0,2022-12-12
B0SYNTH0030,B0SYNTH0030,EcoHome Office Product 31 - Premium Quality,ECO-SYN-0030,28,0,26,0,55,0,52.0,48.0,100.0,44,40,85,0,0,0,52.0,48.0,100.0,0,0,0,0,0,0,75.62,0.0,0,0,1.48,0.0,0.0,0.0,0,0,2023-01-23
B0SYNTH0030,B0SYNTH0030,EcoHome Office Product 31 - Premium Quality,ECO-SYN-0030,426,0,209,0,636,0,67.0,33.0,100.0,564,278,843,0,0,0,67.0,33.0,100.0,0,0,0,0,0,0,27.04,0.0,21,0,3.43,0.0,944.79,0.0,21,0,2023-12-11
B0SYNTH0030,B0SYNTH0030,EcoHome Office Product 31 - Premium Quality,ECO-SYN-0030,39,0,41,0,81,0,49.0,51.0,100.0,48,49,98,0,0,0,49.0,51.0,100.0,0,0,0,0,0,0,38.34,0.0,4,0,5.29,0.0,179.96,0.0,4,0,2023-01-09
B0SYNTH0030,B0SYNTH0030,EcoHome Office Product 31 - Premium Quality,ECO-SYN-0030,23,0,41,0,65,0,36.0,64.0,100.0,30,54,85,0,0,0,36.0,64.0,100.0,0,0,0,0,0,0,10.48,0.0,0,0,0.55,0.0,0.0,0.0,0,0,2023-09-04
B0SYNTH0030,B0SYNTH0030,EcoHome Office Product 31 - Premium Quality,ECO-SYN-0030,40,0,81,0,122,0,33.0,67.0,100.0,48,99,148,0,0,0,33.0,67.0,100.0,0,0,0,0,0,0,60.99,0.0,3,0,3.05,0.0,134.97,0.0,3,0,2022-10-31
B0SYNTH0030,B0SYNTH0030,EcoHome Office Product 31 - Premium Quality,ECO-SYN-0030,51,0,29,0,81,0,64.0,36.0,100.0,69,39,109,0,0,0,64.0,36.0,100.0,0,0,0,0,0,0,26.45,0.0,2,0,3.33,0.0,89.98,0.0,2,0,2023-06-05
B0SYNTH0030,B0SYNTH0031,VitaGreen Baby Product 32 - Premium Quality,VIT-SYN-0031,10,0,20,0,31,0,35.0,65.0,100.0,15,27,43,0,0,0,35.0,65.0,100.0,0,0,0,0,0,0,7.13,0.0,1,0,3.66,0.0,39.99,0.0,1,0,2022-09-12
B0SYNTH0030,B0SYNTH0031,VitaGreen Baby Product 32 - Premium Quality,VIT-SYN-0031,321,0,144,0,466,0,69.0,31.0,100.0,467,209,677,0,0,0,69.0,31.0,100.0,0,0,0,0,0,0,52.2,0.0,14,0,3.11,0.0,559.86,0.0,14,0,2023-06-19
B0SYNTH0030,B0SYNTH0031,VitaGreen Baby Product 32 - Premium Quality,VIT-SYN-0031,110,0,145,0,256,0,43.0,57.0,100.0,192,254,447,0,0,0,43.0,57.0,100.0,0,0,0,0,0,0,1.42,0.0,10,0,3.94,0.0,399.9,0.0,10,0,2023-05-22
B0SYNTH0030,B0SYNTH0031,VitaGreen Baby Product 32 - Premium Quality,VIT-SYN-0031,74,0,66,0,141,0,53.0,47.0,100.0,120,107,228,0,0,0,53.0,47.0,100.0,0,0,0,0,0,0,16.42,0.0,15,0,11.23,0.0,599.85,0.0,15,0,2023-11-13
B0SYNTH0030,B0SYNTH0031,VitaGreen Baby Product 32 - Premium Quality,VIT-SYN-0031,111,0,259,0,370,0,30.0,70.0,100.0,185,431,617,0,0,0,30.0,70.0,100.0,0,0,0,0,0,0,30.03,0.0,8,0,2.3,0.0,319.92,0.0,8,0,2023-03-20
B0SYNTH0030,B0SYNTH0031,VitaGreen Baby Product 32 - Premium Quality,VIT-SYN-0031,159,0,75,0,235,0,68.0,32.0,100.0,231,108,340,0,0,0,68.0,32.0,100.0,0,0,0,0,0,0,50.95,0.0,12,0,5.37,0.0,479.88,0.0,12,0,2023-12-25
B0SYNTH0030,B0SYNTH0031,VitaGreen Baby Product 32 - Premium Quality,VIT-SYN-0031,56,0,58,0,115,0,49.0,51.0,100.0,100,105,206,0,0,0,49.0,51.0,100.0,0,0,0,0,0,0,20.09,0.0,1,0,1.28,0.0,39.99,0.0,1,0,2023-01-16
B0SYNTH0030,B0SYNTH0031,VitaGreen Baby Product 32 - Premium Quality,VIT-SYN-0031,123,0,219,0,343,0,36.0,64.0,100.0,213,379,593,0,0,0,36.0,64.0,100.0,0,0,0,0,0,0,85.36,0.0,1,0,0.32,0.0,39.99,0.0,1,0,2023-05-08
B0SYNTH0030,B0SYNTH0032,Halley Home & Kitchen Product 33 - Premium Quality,HAL-SYN-0032,113,0,241,0,355,0,32.0,68.0,100.0,136,290,427,0,0,0,32.0,68.0,100.0,0,0,0,0,0,0,26.15,0.0,11,0,3.2,0.0,329.89,0.0,11,0,2022-10-31
B0SYNTH0030,B0SYNTH0032,Halley Home & Kitchen Product 33 - Premium Quality,HAL-SYN-0032,28,0,36,0,65,0,44.0,56.0,100.0,40,50,91,0,0,0,44.0,56.0,100.0,0,0,0,0,0,0,86.88,0.0,1,0,2.13,0.0,29.99,0.0,1,0,2023-07-03
B0SYNTH0030,B0SYNTH0032,Halley Home & Kitchen Product 33 - Premium Quality,HAL-SYN-0032,320,0,261,0,582,0,55.0,45.0,100.0,448,367,816,0,0,0,55.0,45.0,100.0,0,0,0,0,0,0,35.9,0.0,1,0,0.3,0.0,29.99,0.0,1,0,2023-09-25
B0SYNTH0030,B0SYNTH0032,Halley Home & Kitchen Product 33 - Premium Quality,HAL-SYN-0032,48,0,93,0,142,0,34.0,66.0,100.0,80,155,236,0,0,0,34.0,66.0,100.0,0,0,0,0,0,0,53.86,0.0,1,0,1.07,0.0,29.99,0.0,1,0,2023-06-19
